GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2005:Q1,2005:Q2,2005:Q3,2005:Q4,2006:Q1,2006:Q2,2006:Q3,2006:Q4,2007:Q1,2007:Q2,2007:Q3,2007:Q4,2008:Q1,2008:Q2,2008:Q3,2008:Q4,2009:Q1,2009:Q2,2009:Q3,2009:Q4,2010:Q1,2010:Q2,2010:Q3,2010:Q4,2011:Q1,2011:Q2,2011:Q3,2011:Q4,2012:Q1,2012:Q2,2012:Q3,2012:Q4,2013:Q1,2013:Q2,2013:Q3,2013:Q4,2014:Q1,2014:Q2,2014:Q3,2014:Q4,2015:Q1,2015:Q2,2015:Q3,2015:Q4,2016:Q1,2016:Q2,2016:Q3,2016:Q4,2017:Q1,2017:Q2,2017:Q3,2017:Q4,2018:Q1,2018:Q2,2018:Q3,2018:Q4,2019:Q1,2019:Q2,2019:Q3,2019:Q4,2020:Q1,2020:Q2,2020:Q3,2020:Q4,2021:Q1,2021:Q2
 "13000","Georgia",5,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",383249.1,386956.2,390482.4,397463.0,399028.2,403167.1,408141.4,413725.8,411509.0,417384.7,423112.7,426418.6,416620.3,418649.9,419297.8,410942.5,408898.3,409100.2,409151.0,411213.7,411799.0,415065.2,419616.2,425884.7,426676.0,428903.5,433641.7,437394.4,442001.0,446769.9,450437.0,451850.8,460277.5,461258.4,465235.7,472239.8,477591.9,487131.6,495194.9,500398.6,510448.9,519482.2,525015.9,529085.7,538158.0,545916.5,550177.6,555934.5,565124.7,569342.6,576917.9,586232.4,589884.6,600786.0,605202.2,613487.7,625793.2,635733.0,642788.9,646879.7,639676.7,584177.3,628821.9,637835.4,654267.7,673071.9
 "15000","Hawaii",8,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",66097.3,66774.7,67374.0,68249.4,68079.2,68669.1,69149.5,69139.5,69085.4,69427.6,70549.8,71258.7,71000.7,71402.9,70478.0,68961.7,68109.6,68023.6,67634.3,67942.5,68728.3,69123.5,70150.4,70510.2,70544.6,70433.4,70244.4,71364.0,71501.4,71955.9,72214.9,71949.0,73259.9,72764.9,73023.4,73204.7,72819.7,73307.1,73905.3,74017.5,75067.0,75773.2,76100.3,76537.4,76859.0,77065.2,77389.7,77901.5,78378.0,78522.3,79114.8,79751.3,79555.4,79994.0,80035.4,79834.1,78796.6,78911.7,79316.8,79676.4,73677.6,65969.8,71039.0,71814.2,72725.4,74287.7
 "15000","Hawaii",8,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",91.923,92.865,93.698,94.916,94.679,95.499,96.167,96.153,96.078,96.554,98.115,99.101,98.742,99.301,98.015,95.906,94.721,94.602,94.060,94.489,95.582,96.131,97.559,98.060,98.108,97.953,97.690,99.247,99.438,100.070,100.431,100.061,101.884,101.195,101.555,101.807,101.272,101.950,102.781,102.937,104.397,105.379,105.834,106.442,106.889,107.176,107.627,108.339,109.002,109.202,110.026,110.912,110.639,111.249,111.307,111.027,109.584,109.744,110.307,110.807,102.465,91.745,98.795,99.873,101.141,103.313
 "15000","Hawaii",8,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",55900.0,56858.0,57759.3,58960.4,59483.8,60433.0,61438.3,62030.8,62648.9,63345.2,64892.7,65767.7,65609.1,66107.0,65709.5,65287.1,64737.1,64562.7,64188.7,64710.4,65573.7,66299.4,67501.3,68117.5,68421.6,68635.1,69013.9,70264.9,70855.3,71866.3,72410.1,72489.4,74121.7,73986.7,74655.8,75455.6,75233.1,76274.8,77437.6,78147.7,79894.0,80913.9,81707.0,82406.3,82960.5,83563.4,84113.3,85020.2,85902.1,86451.9,87588.9,88768.4,89051.4,90232.3,90688.1,91133.9,90772.6,91349.4,92217.8,92784.7,86009.4,77168.4,83544.2,84816.4,86640.4,89660.9
 "16000","Idaho",7,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",54984.0,55851.9,56747.8,56588.4,57675.9,58189.5,57011.7,57577.9,57953.6,58222.4,58687.5,59820.1,59894.2,61054.5,60936.6,59352.5,58216.2,56841.1,57223.9,57030.7,57817.4,57957.1,58504.5,58848.0,58007.0,58146.1,58020.4,58731.4,58172.4,58381.6,58659.2,58082.6,59476.4,60354.2,60923.8,61770.5,61708.3,62213.4,62803.7,63090.7,63501.0,62844.0,63041.2,62938.7,65378.9,65112.7,65629.1,65795.4,66547.9,66915.3,67044.7,67414.2,70497.7,70999.2,71354.1,71450.5,73634.6,73953.0,73908.2,74152.1,76723.5,68672.4,74514.3,74711.5,76060.3,76806.5
 "16000","Idaho",7,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",94.273,95.762,97.298,97.024,98.889,99.769,97.750,98.721,99.365,99.826,100.623,102.565,102.692,104.682,104.480,101.764,99.815,97.458,98.114,97.783,99.132,99.371,100.310,100.899,99.457,99.695,99.480,100.699,99.740,100.099,100.575,99.586,101.976,103.481,104.458,105.909,105.803,106.669,107.681,108.173,108.876,107.750,108.088,107.912,112.096,111.640,112.525,112.810,114.101,114.730,114.952,115.586,120.873,121.732,122.341,122.506,126.251,126.797,126.720,127.138,131.547,117.743,127.759,128.097,130.410,131.689
 "16000","Idaho",7,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",47497.0,48324.1,49347.3,49402.8,50612.9,51293.0,50831.7,51765.5,52804.0,53375.7,54137.5,55420.8,55403.5,56669.4,56946.4,55783.8,54730.1,53503.3,53885.1,54137.7,54950.3,55114.6,55828.1,56457.2,56269.0,56758.1,57097.1,57640.2,57587.0,58164.9,58816.1,58727.8,60557.8,61484.8,62229.3,63071.2,63206.8,64317.7,65075.1,65701.2,65898.7,65629.2,66103.9,65967.9,68220.8,68521.4,69112.8,69494.7,70877.5,71425.6,71812.0,72638.6,76240.8,77399.1,77845.5,78490.1,81300.4,82193.1,82705.2,83481.8,86822.8,77221.3,85042.0,86200.2,89142.7,92300.5
 "17000","Illinois",3,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",685519.3,685960.8,689684.2,689662.0,703368.2,704060.6,703568.9,708312.6,707704.0,710808.8,712608.8,719357.6,708830.7,714308.9,711908.0,691418.3,684670.7,685734.7,687647.8,694590.6,687912.6,695484.1,703516.5,705805.1,705841.7,710480.2,709675.4,719136.2,728820.9,730157.2,726258.6,720359.7,726898.7,722806.0,724327.9,730467.2,728529.4,740200.6,747259.5,748786.5,748243.0,751309.9,755352.4,752114.5,744058.5,747168.8,750879.7,755227.1,747162.8,751829.1,757149.9,766236.9,767585.7,772687.3,778204.2,777783.0,771694.5,776446.6,780601.9,781872.4,761034.4,692468.5,743469.3,753602.1,767664.4,780343.7
 "17000","Illinois",3,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",94.372,94.433,94.946,94.943,96.829,96.925,96.857,97.510,97.426,97.854,98.102,99.031,97.581,98.336,98.005,95.184,94.255,94.402,94.665,95.621,94.702,95.744,96.850,97.165,97.170,97.809,97.698,99.000,100.333,100.517,99.981,99.169,100.069,99.505,99.715,100.560,100.293,101.900,102.872,103.082,103.007,103.429,103.986,103.540,102.431,102.859,103.370,103.969,102.858,103.501,104.233,105.484,105.670,106.372,107.132,107.074,106.236,106.890,107.462,107.637,104.768,95.329,102.350,103.745,105.681,107.426
 "17000","Illinois",3,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",582315.2,585846.2,593681.0,597405.0,615033.8,621491.5,625751.7,634694.8,640898.7,647286.3,652419.1,659976.4,650988.6,656748.7,660681.2,650211.4,646138.9,646492.8,649142.9,657676.4,652523.5,662942.1,672613.9,677539.9,680955.8,690224.7,695318.5,705024.2,721011.3,727758.5,729198.2,727628.4,737708.8,735411.1,740039.4,751326.6,751153.3,767880.4,780221.4,786169.3,790762.1,798360.8,806568.8,804030.2,796611.4,804132.3,809605.8,817823.3,812173.5,819859.4,830458.7,845809.1,851653.7,865167.8,873985.4,879335.1,876144.9,887624.4,896307.2,901867.8,882624.7,801478.3,866988.9,882375.6,907742.7,938215.7
 "18000","Indiana",3,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",287211.6,290265.2,291820.0,292015.9,294718.5,295480.8,296252.6,297999.0,298025.7,303170.3,305942.1,309204.7,307348.6,306737.9,300460.9,289302.8,276448.6,275936.5,278538.7,287159.2,291395.3,296966.3,300583.1,301124.7,298315.5,298568.5,297912.8,301461.4,301597.1,302312.8,300952.2,297193.4,307595.9,304667.8,307995.2,308857.7,312831.5,317865.2,319484.1,316951.4,312883.7,314704.3,313221.5,314195.2,316911.7,318893.7,320833.4,321767.2,322637.7,323862.4,325989.7,330877.1,333435.1,336817.2,338942.8,339403.4,335224.5,337226.4,339416.9,341532.5,339975.7,305980.9,334686.8,338809.8,346539.2,351736.7
 "18000","Indiana",3,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",95.574,96.590,97.107,97.172,98.072,98.325,98.582,99.163,99.172,100.884,101.806,102.892,102.274,102.071,99.982,96.269,91.992,91.822,92.687,95.556,96.966,98.819,100.023,100.203,99.268,99.353,99.134,100.315,100.360,100.599,100.146,98.895,102.357,101.382,102.489,102.777,104.099,105.774,106.313,105.470,104.116,104.722,104.229,104.553,105.457,106.116,106.762,107.072,107.362,107.770,108.477,110.104,110.955,112.080,112.788,112.941,111.550,112.217,112.946,113.650,113.131,101.819,111.371,112.743,115.316,117.045
 "18000","Indiana",3,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",243862.1,247123.7,250257.5,251438.6,255605.2,258280.1,260850.3,263675.5,266353.5,272795.7,276029.6,278859.3,277801.3,277549.6,276232.9,270571.0,260643.7,259481.2,262361.0,270821.3,274735.9,281428.3,286035.2,288049.2,287457.8,289906.9,292197.2,295862.5,298023.6,301341.9,302567.7,300122.4,311398.0,308324.5,312661.4,316169.9,320818.1,327921.9,332092.6,331000.6,328681.8,332551.9,332796.0,333752.9,335886.1,339666.9,341890.0,344559.9,347418.2,349426.5,354031.4,361725.1,366055.5,372929.4,376171.0,378917.6,375402.3,379380.0,382662.3,386636.7,386173.6,346195.5,381518.9,387458.7,401442.4,415343.7
 "19000","Iowa",4,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",144118.8,144576.1,145571.2,144043.0,145802.3,146800.9,145883.4,147734.8,150013.6,153268.3,153783.2,154382.1,153042.0,152250.4,149299.1,144934.1,143995.3,144840.9,146888.2,149006.8,148155.9,150138.9,150711.8,151587.2,150024.1,150914.7,152095.5,156706.6,158196.8,160271.9,159424.2,156260.6,157953.8,156976.2,158754.6,160238.6,161833.6,166714.0,168976.1,168953.1,170548.1,170919.9,171492.5,171545.5,170589.8,169892.0,170621.3,170453.4,169581.3,169794.8,170002.7,171352.1,172262.3,172570.7,173419.4,173465.1,170181.4,171787.5,173827.3,175827.6,172170.9,158346.1,171642.9,175521.2,179194.2,182531.6
 "19000","Iowa",4,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",90.905,91.193,91.821,90.857,91.967,92.596,92.018,93.185,94.623,96.676,97.001,97.378,96.533,96.034,94.172,91.419,90.827,91.360,92.651,93.988,93.451,94.702,95.063,95.615,94.630,95.191,95.936,98.845,99.785,101.093,100.559,98.563,99.631,99.015,100.136,101.072,102.078,105.157,106.584,106.569,107.575,107.810,108.171,108.204,107.602,107.161,107.621,107.516,106.965,107.100,107.231,108.082,108.657,108.851,109.386,109.415,107.344,108.357,109.644,110.905,108.599,99.879,108.266,110.712,113.029,115.134
 "19000","Iowa",4,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",122230.8,122820.8,124314.5,123397.6,125734.9,127496.8,127892.4,130461.2,134118.7,137964.6,139262.7,140374.7,139079.1,138538.2,137489.0,135087.5,134576.2,135355.2,137363.5,140283.5,139434.5,141860.3,142959.7,144681.2,144777.1,146636.5,149260.5,153236.4,156232.6,159467.6,160066.6,158386.7,161442.5,160363.1,162577.6,164417.9,166554.4,173197.5,175933.8,176697.9,178465.5,179884.6,181466.0,181381.0,180128.2,180630.8,181514.0,181772.6,181937.8,182528.0,183551.2,186182.1,188077.5,189970.9,191090.6,192473.3,189396.6,192474.8,195974.5,199444.4,196663.4,179924.6,197094.0,203388.4,210575.6,220929.4
 "20000","Kansas",4,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",124051.0,124245.1,124798.9,122704.1,129547.7,130473.2,129955.9,131481.3,135248.5,136847.2,137355.1,138923.6,140367.8,141721.8,140231.4,135826.3,133828.8,133545.6,133955.3,135578.5,132421.8,134726.5,137141.9,138602.7,137725.3,140255.3,139850.6,140486.5,146346.1,143701.7,138890.9,138334.0,140120.2,141187.0,141731.4,143854.9,140392.4,144158.9,147706.8,149118.5,146337.4,148746.8,149641.6,150516.3,150920.1,153244.5,154808.1,155808.6,154011.6,155135.9,155379.1,157105.0,157826.9,158389.7,159602.0,159806.7,158115.2,159822.6,161031.9,161759.5,161415.3,146026.6,158622.9,161015.6,162391.8,164823.9
 "20000","Kansas",4,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",87.472,87.609,87.999,86.522,91.348,92.000,91.636,92.711,95.368,96.495,96.853,97.959,98.977,99.932,98.881,95.775,94.366,94.167,94.456,95.600,93.374,94.999,96.703,97.733,97.114,98.898,98.613,99.061,103.193,101.328,97.936,97.543,98.803,99.555,99.939,101.436,98.995,101.650,104.152,105.148,103.187,104.886,105.516,106.133,106.418,108.057,109.160,109.865,108.598,109.391,109.562,110.779,111.288,111.685,112.540,112.684,111.492,112.695,113.548,114.061,113.818,102.967,111.850,113.537,114.507,116.222
 "20000","Kansas",4,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",104756.6,105279.0,106565.5,105504.1,112056.3,113708.8,114284.9,116317.6,121054.1,123412.5,124600.7,126447.6,128063.3,130026.8,129788.6,126538.6,124759.6,124455.9,124944.6,127235.6,124589.4,127204.9,130127.6,132443.5,133157.5,136722.1,137593.3,137962.6,144864.5,143181.8,139406.1,139820.4,142458.8,143678.1,144641.0,147154.9,144093.0,148874.0,152978.0,154789.4,151732.5,154889.7,156261.2,156949.4,156855.9,160026.7,161649.9,163271.7,162412.9,164024.8,165135.3,168120.0,169674.9,171712.2,173341.2,174581.8,173302.4,176027.0,178026.8,179597.9,179788.1,161777.6,177487.1,181514.3,185785.2,193139.4
 "21000","Kentucky",5,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",168139.2,170967.1,172424.6,173190.4,175521.3,176473.8,175692.2,174943.3,172852.1,173961.1,174241.5,176574.4,176193.1,177259.3,173240.7,168547.4,166186.7,164827.7,166210.0,169592.3,168935.5,173359.8,176337.4,176487.8,173840.0,174818.6,175330.8,178992.0,178490.7,179113.9,178315.4,176654.9,182528.7,180960.2,181542.6,180991.9,180217.5,182049.5,182139.4,181480.8,181655.9,183361.8,183140.1,183506.2,182339.2,184012.4,184683.5,185424.8,183731.7,185270.0,186124.9,188339.6,186191.0,188429.5,188902.7,188811.1,189484.3,190770.7,192198.8,192968.2,190721.1,172796.7,188221.9,190400.8,192983.5,196041.7
 "21000","Kentucky",5,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",94.384,95.971,96.790,97.219,98.528,99.063,98.624,98.203,97.030,97.652,97.809,99.119,98.905,99.504,97.248,94.613,93.288,92.525,93.301,95.200,94.831,97.315,98.986,99.070,97.584,98.133,98.421,100.476,100.195,100.545,100.096,99.164,102.461,101.581,101.908,101.599,101.164,102.192,102.243,101.873,101.972,102.929,102.805,103.010,102.355,103.294,103.671,104.087,103.137,104.000,104.480,105.723,104.517,105.774,106.039,105.988,106.366,107.088,107.890,108.322,107.060,96.998,105.657,106.880,108.330,110.047
 "21000","Kentucky",5,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",140967.8,143934.4,146600.5,148541.6,151387.6,153539.2,154272.0,154435.0,154403.6,156666.6,157585.6,159998.9,159793.6,161867.8,160435.8,157438.1,156091.7,155147.5,157225.8,161454.3,161357.3,165752.3,168891.0,169634.1,168132.5,170403.5,172058.3,175753.3,176704.9,178502.3,179052.1,178315.5,184845.2,183411.0,184656.5,185184.7,184832.7,187991.6,189403.9,189707.0,190561.6,193780.5,194437.9,194872.2,193291.9,196344.9,197297.5,199005.5,198155.4,200173.5,202086.9,205804.3,204260.9,208456.4,209506.3,210777.5,212364.1,215026.7,217483.7,219531.6,217787.7,196392.7,216096.0,219882.0,226055.6,234311.1
 "22000","Louisiana",5,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",247839.3,250917.6,246429.1,245906.9,246621.5,246043.3,244566.2,244770.1,233339.3,230236.5,229263.2,228631.8,229226.5,231917.3,232806.9,234652.0,236002.6,234460.5,236374.1,238806.8,244996.8,248058.5,249534.2,244755.2,237067.2,234453.9,232156.4,236225.3,238407.2,239344.6,233435.6,230351.3,229867.2,227188.6,227949.9,228805.4,228593.4,234835.9,238232.2,239758.9,235729.6,233505.1,232551.8,230277.4,226320.1,227174.9,228849.6,231369.6,230392.2,233349.5,234771.2,236584.9,236000.8,236898.0,236392.8,235771.0,233744.2,235144.4,237277.6,237624.1,230452.2,208002.7,224517.6,226214.7,226605.8,228814.4
 "22000","Louisiana",5,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",105.291,106.599,104.692,104.470,104.774,104.528,103.901,103.987,99.131,97.813,97.399,97.131,97.384,98.527,98.905,99.689,100.263,99.607,100.420,101.454,104.084,105.384,106.011,103.981,100.715,99.605,98.629,100.357,101.284,101.682,99.172,97.862,97.656,96.518,96.841,97.205,97.115,99.767,101.210,101.858,100.147,99.201,98.797,97.830,96.149,96.512,97.224,98.294,97.879,99.135,99.739,100.510,100.262,100.643,100.428,100.164,99.303,99.898,100.804,100.951,97.905,88.367,95.383,96.104,96.270,97.209
 "22000","Louisiana",5,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",192506.0,198324.1,201444.2,206104.5,205690.8,208132.4,208965.0,208306.8,201514.5,202827.9,203178.4,204643.2,208053.3,214948.6,217057.4,209510.3,205180.1,201560.3,203920.9,208966.3,218847.5,224085.2,229040.9,229262.1,227083.3,229374.3,229594.2,233728.1,236763.8,238130.5,234401.8,232242.7,231818.3,228835.3,230416.6,232259.7,233108.8,240492.1,244771.4,244576.8,237729.1,236990.6,235201.1,230533.3,223068.2,225382.6,227571.9,232340.0,234470.0,238913.8,243619.6,249813.6,252476.1,256571.0,256989.0,257204.9,253204.0,254445.3,255141.0,255457.7,245726.5,217820.8,237571.5,240630.7,246028.8,253314.6
 "23000","Maine",1,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",54479.3,54801.7,54956.6,55470.0,55405.9,55684.8,55324.8,55378.1,54892.2,55510.0,55586.9,55450.5,55298.8,55209.3,54718.8,53388.6,52928.4,53385.3,53938.5,54268.2,54050.2,54345.3,54657.7,54166.8,53756.1,53599.3,53472.0,54328.6,54022.0,54308.0,53710.0,52678.9,53464.3,52889.5,53115.3,53487.2,53404.5,53887.3,54229.0,54630.7,53828.5,54413.2,54488.2,54973.2,55047.7,55361.2,55734.0,56118.5,56165.9,56381.3,56771.7,57331.5,57689.7,58087.6,58440.6,58497.5,58867.9,59214.9,59613.3,60039.7,60497.3,54976.6,59498.8,60056.7,60257.5,61073.7
 "23000","Maine",1,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",101.490,102.090,102.379,103.335,103.216,103.735,103.065,103.164,102.259,103.410,103.553,103.299,103.016,102.849,101.936,99.458,98.600,99.451,100.482,101.096,100.690,101.240,101.822,100.907,100.142,99.850,99.613,101.209,100.638,101.170,100.056,98.136,99.599,98.528,98.949,99.641,99.487,100.387,101.023,101.772,100.277,101.366,101.506,102.410,102.548,103.132,103.827,104.543,104.631,105.033,105.760,106.803,107.470,108.212,108.869,108.975,109.665,110.311,111.054,111.848,112.701,102.416,110.840,111.880,112.254,113.774
 "23000","Maine",1,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",46324.2,46781.7,47226.2,47982.1,48388.1,49023.5,49206.3,49563.9,49651.1,50509.4,50847.1,50829.6,50754.0,50775.7,50889.9,50433.2,50315.2,50820.9,51438.5,51920.7,51734.5,52235.6,52676.5,52378.2,52169.8,52250.6,52526.9,53354.6,53453.5,54151.6,53893.1,53220.6,54322.1,53930.1,54443.1,55185.1,55211.7,56071.7,56779.9,57579.9,57043.3,57966.9,58412.1,59103.0,59315.6,60006.6,60524.3,61171.2,61492.8,61893.4,62633.5,63631.9,64336.4,65329.0,65898.8,66403.4,67167.7,68017.4,68875.1,69751.5,70824.2,64444.5,70411.9,71406.5,72352.8,74604.3
 "24000","Maryland",2,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",296104.9,299499.2,304913.3,306125.2,304842.7,305007.2,306216.0,307110.4,303858.1,306963.1,306385.5,309816.6,313558.2,317016.2,316132.9,312323.0,308138.9,309761.4,311803.9,315664.6,320015.2,323965.5,326402.7,331095.2,329525.4,332809.8,333042.9,334370.8,334960.0,331560.7,333661.1,329912.2,334297.8,332763.7,334474.8,335539.4,335102.1,339734.1,342581.1,341001.2,345663.3,346588.1,348800.5,351555.2,356365.3,358956.4,361440.2,363566.0,363637.0,365316.6,367403.2,370365.2,365616.6,368177.7,369702.9,371078.5,366527.2,369496.5,371270.1,371202.0,364503.5,333950.3,355060.1,358696.2,366429.9,371915.1
 "24000","Maryland",2,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",89.048,90.069,91.697,92.061,91.676,91.725,92.089,92.358,91.379,92.313,92.140,93.171,94.297,95.336,95.071,93.925,92.667,93.155,93.769,94.930,96.238,97.426,98.159,99.570,99.098,100.086,100.156,100.556,100.733,99.710,100.342,99.215,100.534,100.072,100.587,100.907,100.775,102.168,103.025,102.550,103.952,104.230,104.895,105.723,107.170,107.949,108.696,109.335,109.357,109.862,110.489,111.380,109.952,110.722,111.181,111.595,110.226,111.119,111.652,111.632,109.617,100.429,106.777,107.871,110.197,111.846
 "24000","Maryland",2,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",254961.3,259272.5,265714.9,268451.4,270096.8,272466.8,275610.3,278407.4,278092.9,282503.5,283701.4,287564.5,291560.4,295312.8,296941.4,297786.2,295671.7,297391.8,299535.6,303811.7,307997.8,313050.7,316123.0,321741.7,321133.2,325853.6,328294.4,329843.7,332291.9,330946.7,334541.6,332313.8,338189.8,337924.2,341117.9,345078.5,345118.3,351625.1,356929.4,357372.7,364691.1,367225.6,371570.0,375425.5,381456.9,386108.3,389723.1,393645.4,394755.6,397749.5,401943.9,407175.1,403878.0,409962.3,413184.4,417374.4,415102.5,420345.1,424644.3,426346.0,421334.2,387136.6,414207.1,420020.9,432503.3,443728.9
 "25000","Massachusetts",1,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",383214.4,384392.9,389005.8,390600.7,393070.0,395014.2,393542.7,400516.5,399634.0,403314.8,408509.3,414226.5,416127.1,420634.7,415624.0,407293.7,405263.0,404884.5,407451.0,411279.7,416892.0,423669.9,430721.4,431887.6,426040.2,439222.5,432740.7,439974.7,440127.1,443687.8,444914.2,442938.5,442613.3,442737.1,446548.9,447596.8,442835.2,447318.4,454755.2,461366.9,463496.5,468617.9,467518.8,472610.4,473600.9,474539.3,474488.2,478767.6,478837.2,481253.2,485403.8,492161.0,494147.0,503323.2,507060.8,507286.1,510102.9,516669.5,520154.6,523981.4,514080.3,468363.0,505062.0,506802.5,514306.6,524342.2
 "25000","Massachusetts",1,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",86.521,86.787,87.828,88.188,88.746,89.185,88.852,90.427,90.228,91.059,92.232,93.522,93.952,94.969,93.838,91.957,91.499,91.413,91.993,92.857,94.124,95.654,97.247,97.510,96.190,99.166,97.702,99.336,99.370,100.174,100.451,100.005,99.931,99.959,100.820,101.057,99.982,100.994,102.673,104.166,104.646,105.803,105.555,106.704,106.928,107.140,107.128,108.094,108.110,108.655,109.593,111.118,111.567,113.638,114.482,114.533,115.169,116.652,117.438,118.302,116.067,105.745,114.031,114.424,116.118,118.384
 "25000","Massachusetts",1,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",336268.1,338958.0,344919.0,347827.6,353125.7,357826.8,358608.4,367519.1,370009.1,375029.1,381619.2,387418.9,389409.2,393467.9,391543.0,388693.5,388348.1,387989.4,390671.2,395010.6,400544.4,408703.1,416457.2,418839.7,414300.3,429135.9,425556.8,433098.9,436320.5,442564.2,446257.8,446525.2,448675.7,450705.9,456748.1,461155.1,457454.6,464399.0,475229.0,484791.6,490415.3,498544.3,499976.6,506469.1,509105.1,513156.9,514660.6,521627.6,523096.1,527380.9,534459.7,544480.4,549103.3,563872.4,569937.6,573275.9,579427.5,590864.3,597792.4,604942.6,597755.7,545421.7,591546.5,595183.4,607378.5,625112.7
 "26000","Michigan",3,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",457543.9,458905.7,455627.9,456473.4,451470.7,452234.2,449695.0,446014.1,449892.4,449090.6,448578.8,440210.8,432787.5,428695.0,417634.4,404778.9,379136.5,381300.5,382593.6,389529.7,389897.7,403080.1,412366.4,411523.2,412078.0,410979.4,412332.9,423947.1,422047.5,422794.3,423642.4,422280.5,427903.0,427098.9,429535.0,430413.5,427505.7,434565.9,437823.0,437357.9,440203.6,443599.2,445313.7,446208.4,447520.3,452720.2,454232.0,454828.4,452049.3,456381.0,458892.0,463737.3,462685.9,468722.8,470190.5,469722.5,465000.6,465322.7,468648.1,470229.5,458069.1,415504.2,451811.7,457345.4,460489.7,469793.3
 "26000","Michigan",3,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",108.245,108.568,107.792,107.992,106.809,106.989,106.389,105.518,106.435,106.246,106.124,104.145,102.389,101.420,98.804,95.762,89.696,90.208,90.514,92.155,92.242,95.360,97.557,97.358,97.489,97.229,97.549,100.297,99.848,100.024,100.225,99.903,101.233,101.043,101.619,101.827,101.139,102.809,103.580,103.470,104.143,104.946,105.352,105.564,105.874,107.104,107.462,107.603,106.946,107.970,108.564,109.711,109.462,110.890,111.237,111.127,110.010,110.086,110.872,111.247,108.370,98.300,106.889,108.198,108.942,111.143
 "26000","Michigan",3,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",398881.4,401052.9,399824.6,401316.5,399424.0,402587.0,402949.3,402515.6,410282.9,411448.6,412388.3,404341.7,396779.3,393562.5,387787.4,383554.5,363413.5,366646.4,368782.8,376092.4,375725.8,388936.3,398038.6,397471.2,399005.9,399612.8,403872.9,415727.2,417615.0,421818.4,425245.1,426086.3,433696.7,434350.6,438684.9,442365.5,440378.2,450078.2,456766.6,459869.8,467004.1,473765.1,478523.9,480640.2,482521.7,490680.5,492676.0,495177.8,493557.4,499111.6,503585.2,510752.3,510783.3,521309.5,524317.9,526799.7,524585.2,528314.4,534510.4,538328.3,526832.8,478008.7,523910.6,531727.7,540172.1,559479.1
